Province/State,Date,Confirmed,population,Confirmed per million residents
North Carolina,2020-03-18,70,10488084,6.674240976712238
North Carolina,2020-03-19,123,10488084,11.727594859080076
North Carolina,2020-03-20,172,10488084,16.399563542778644
South Carolina,2020-03-10,7,5148714,1.3595627956806302
South Carolina,2020-03-11,10,5148714,1.942232565258043
South Carolina,2020-03-12,12,5148714,2.3306790783096516
South Carolina,2020-03-13,13,5148714,2.524902334835456
South Carolina,2020-03-14,19,5148714,3.690241873990282
South Carolina,2020-03-15,28,5148714,5.438251182722521
South Carolina,2020-03-16,33,5148714,6.409367465351542
South Carolina,2020-03-17,47,5148714,9.128493056712802
South Carolina,2020-03-18,47,5148714,9.128493056712802
South Carolina,2020-03-19,81,5148714,15.732083778590148
South Carolina,2020-03-20,126,5148714,24.472130322251342
Tennessee,2020-03-10,7,6829174,1.0250141525168344
Tennessee,2020-03-11,9,6829174,1.3178753389502156
Tennessee,2020-03-12,18,6829174,2.635750677900431
Tennessee,2020-03-13,26,6829174,3.8071954236339565
Tennessee,2020-03-14,32,6829174,4.6857789829341
Tennessee,2020-03-15,39,6829174,5.710793135450935
Tennessee,2020-03-16,52,6829174,7.614390847267913
Tennessee,2020-03-17,74,6829174,10.835863898035106
Tennessee,2020-03-18,79,6829174,11.56801686411856
Tennessee,2020-03-19,154,6829174,22.550311355370358
Tennessee,2020-03-20,233,6829174,34.118328219488916
Virginia,2020-03-10,7,8535519,0.8201024448542613
Virginia,2020-03-11,9,8535519,1.0544174290983361
Virginia,2020-03-12,17,8535519,1.9916773660746347
Virginia,2020-03-13,30,8535519,3.5147247636611203
Virginia,2020-03-14,41,8535519,4.803457177003531
Virginia,2020-03-15,45,8535519,5.27208714549168
Virginia,2020-03-16,49,8535519,5.740717113979829
Virginia,2020-03-17,67,8535519,7.849551972176502
Virginia,2020-03-18,77,8535519,9.021126893396875
Virginia,2020-03-19,99,8535519,11.598591720081696
Virginia,2020-03-20,122,8535519,14.293214038888555
Arizona,2020-03-10,6,7278717,0.8243210994465096
Arizona,2020-03-11,9,7278717,1.2364816491697643
Arizona,2020-03-12,9,7278717,1.2364816491697643
Arizona,2020-03-13,9,7278717,1.2364816491697643
Arizona,2020-03-14,12,7278717,1.648642198893019
Arizona,2020-03-15,13,7278717,1.7860290488007708
Arizona,2020-03-16,18,7278717,2.4729632983395287
Arizona,2020-03-17,20,7278717,2.747736998155032
Arizona,2020-03-18,27,7278717,3.709444947509293
Arizona,2020-03-19,45,7278717,6.182408245848822
Arizona,2020-03-20,78,7278717,10.716174292804626
Indiana,2020-03-10,6,6732219,0.8912366041568166
Indiana,2020-03-11,11,6732219,1.633933774287497
Indiana,2020-03-12,13,6732219,1.9310126423397693
Indiana,2020-03-13,13,6732219,1.9310126423397693
Indiana,2020-03-14,16,6732219,2.376630944418178
Indiana,2020-03-15,20,6732219,2.970788680522722
Indiana,2020-03-16,25,6732219,3.7134858506534028
Indiana,2020-03-17,30,6732219,4.456183020784083
Indiana,2020-03-18,39,6732219,5.793037927019308
Indiana,2020-03-19,60,6732219,8.912366041568166
Indiana,2020-03-20,86,6732219,12.774391326247706
Kentucky,2020-03-10,6,4467673,1.342981010472342
Kentucky,2020-03-11,8,4467673,1.7906413472964562
Kentucky,2020-03-12,10,4467673,2.2383016841205703
Kentucky,2020-03-13,14,4467673,3.133622357768798
Kentucky,2020-03-14,14,4467673,3.133622357768798
Kentucky,2020-03-15,20,4467673,4.476603368241141
Kentucky,2020-03-16,21,4467673,4.700433536653198
Kentucky,2020-03-17,26,4467673,5.819584378713483
Kentucky,2020-03-18,27,4467673,6.04341454712554
Kentucky,2020-03-19,37,4467673,8.28171623124611
Kentucky,2020-03-20,47,4467673,10.52001791536668
District of Columbia,2020-03-10,5,705749,7.084671745903997
District of Columbia,2020-03-11,10,705749,14.169343491807995
District of Columbia,2020-03-12,10,705749,14.169343491807995
District of Columbia,2020-03-13,10,705749,14.169343491807995
District of Columbia,2020-03-14,10,705749,14.169343491807995
District of Columbia,2020-03-15,16,705749,22.67094958689279
District of Columbia,2020-03-16,22,705749,31.172555681977588
District of Columbia,2020-03-17,22,705749,31.172555681977588
District of Columbia,2020-03-18,31,705749,43.92496482460478
District of Columbia,2020-03-19,40,705749,56.67737396723198
District of Columbia,2020-03-20,71,705749,100.60233879183676
Nevada,2020-03-10,4,3080156,1.2986355236552953
Nevada,2020-03-11,7,3080156,2.272612166396767
Nevada,2020-03-12,14,3080156,4.545224332793534
Nevada,2020-03-13,17,3080156,5.519200975535005
Nevada,2020-03-14,21,3080156,6.8178364991903
Nevada,2020-03-15,24,3080156,7.791813141931772
Nevada,2020-03-16,45,3080156,14.609649641122074
Nevada,2020-03-17,56,3080156,18.180897331174137
Nevada,2020-03-18,55,3080156,17.85623845026031
Nevada,2020-03-19,95,3080156,30.842593686813267
Nevada,2020-03-20,114,3080156,37.01111242417592
New Hampshire,2020-03-10,4,1359711,2.941801603428964
New Hampshire,2020-03-11,5,1359711,3.677252004286205
New Hampshire,2020-03-12,6,1359711,4.412702405143446
New Hampshire,2020-03-13,6,1359711,4.412702405143446
New Hampshire,2020-03-14,7,1359711,5.148152806000687
New Hampshire,2020-03-15,13,1359711,9.560855211144133
New Hampshire,2020-03-16,17,1359711,12.502656814573097
New Hampshire,2020-03-17,26,1359711,19.121710422288267
New Hampshire,2020-03-18,26,1359711,19.121710422288267
New Hampshire,2020-03-19,44,1359711,32.359817637718606
New Hampshire,2020-03-20,44,1359711,32.359817637718606
Minnesota,2020-03-10,3,5639632,0.5319496023854039
Minnesota,2020-03-11,5,5639632,0.8865826706423398
Minnesota,2020-03-12,9,5639632,1.5958488071562116
Minnesota,2020-03-13,14,5639632,2.4824314777985514
Minnesota,2020-03-14,21,5639632,3.723647216697827
Minnesota,2020-03-15,35,5639632,6.206078694496378
Minnesota,2020-03-16,54,5639632,9.57509284293727
Minnesota,2020-03-17,60,5639632,10.638992047708077
Minnesota,2020-03-18,77,5639632,13.653373127892033
Minnesota,2020-03-19,89,5639632,15.781171537433648
Minnesota,2020-03-20,115,5639632,20.391401424773814
Nebraska,2020-03-10,3,1934408,1.5508620725307174
Nebraska,2020-03-11,5,1934408,2.584770120884529
Nebraska,2020-03-12,10,1934408,5.169540241769058
Nebraska,2020-03-13,13,1934408,6.7204023142997755
Nebraska,2020-03-14,14,1934408,7.2373563384766815
Nebraska,2020-03-15,17,1934408,8.7882184110074
Nebraska,2020-03-16,18,1934408,9.305172435184305
Nebraska,2020-03-17,21,1934408,10.856034507715021
Nebraska,2020-03-18,24,1934408,12.40689658024574
Nebraska,2020-03-19,29,1934408,14.991666701130269
Nebraska,2020-03-20,37,1934408,19.127298894545515
Ohio,2020-03-10,3,11689100,0.2566493570933605
Ohio,2020-03-11,4,11689100,0.3421991427911473
Ohio,2020-03-12,5,11689100,0.42774892848893414
Ohio,2020-03-13,13,11689100,1.1121472140712287
Ohio,2020-03-14,26,11689100,2.2242944281424575
Ohio,2020-03-15,37,11689100,3.1653420708181126
Ohio,2020-03-16,50,11689100,4.2774892848893415
Ohio,2020-03-17,67,11689100,5.731835641751718
Ohio,2020-03-18,86,11689100,7.357281570009667
Ohio,2020-03-19,119,11689100,10.180424498036633
Ohio,2020-03-20,173,11689100,14.800112925717121
Rhode Island,2020-03-10,3,1059361,2.8318958315437324
Rhode Island,2020-03-11,5,1059361,4.719826385906221
Rhode Island,2020-03-12,5,1059361,4.719826385906221
Rhode Island,2020-03-13,14,1059361,13.215513880537419
Rhode Island,2020-03-14,20,1059361,18.879305543624884
Rhode Island,2020-03-15,20,1059361,18.879305543624884
Rhode Island,2020-03-16,21,1059361,19.823270820806126
Rhode Island,2020-03-17,23,1059361,21.711201375168617
Rhode Island,2020-03-18,33,1059361,31.150854146981057
Rhode Island,2020-03-19,44,1059361,41.53447219597474
Rhode Island,2020-03-20,54,1059361,50.97412496778718
Wisconsin,2020-03-10,3,5822434,0.5152484339023852
Wisconsin,2020-03-11,6,5822434,1.0304968678047703
Wisconsin,2020-03-12,8,5822434,1.3739958237396936
Wisconsin,2020-03-13,19,5822434,3.2632400813817726
Wisconsin,2020-03-14,27,5822434,4.637235905121466
Wisconsin,2020-03-15,32,5822434,5.495983294958775
Wisconsin,2020-03-16,47,5822434,8.072225464470701
Wisconsin,2020-03-17,72,5822434,12.365962413657243
Wisconsin,2020-03-18,92,5822434,15.800951973006478
Wisconsin,2020-03-19,159,5822434,27.30816699682641
Wisconsin,2020-03-20,207,5822434,35.55214193926457
Connecticut,2020-03-10,2,3565287,0.5609646572632161
Connecticut,2020-03-11,3,3565287,0.8414469858948241
Connecticut,2020-03-12,5,3565287,1.4024116431580402
Connecticut,2020-03-13,11,3565287,3.0853056149476887
Connecticut,2020-03-14,22,3565287,6.1706112298953775
Connecticut,2020-03-15,24,3565287,6.731575887158593
Connecticut,2020-03-16,30,3565287,8.414469858948241
Connecticut,2020-03-17,68,3565287,19.072798346949348
Connecticut,2020-03-18,68,3565287,19.072798346949348
Connecticut,2020-03-19,159,3565287,44.59669025242568
Connecticut,2020-03-20,194,3565287,54.413571754531965
Hawaii,2020-03-10,2,1415872,1.4125570673055192
Hawaii,2020-03-11,2,1415872,1.4125570673055192
Hawaii,2020-03-12,2,1415872,1.4125570673055192
Hawaii,2020-03-13,2,1415872,1.4125570673055192
Hawaii,2020-03-14,4,1415872,2.8251141346110384
Hawaii,2020-03-15,6,1415872,4.237671201916557
Hawaii,2020-03-16,7,1415872,4.943949735569317
Hawaii,2020-03-17,10,1415872,7.062785336527596
Hawaii,2020-03-18,14,1415872,9.887899471138635
Hawaii,2020-03-19,16,1415872,11.300456538444154
Hawaii,2020-03-20,26,1415872,18.36324187497175
Oklahoma,2020-03-10,2,3956971,0.505437113387993
Oklahoma,2020-03-11,2,3956971,0.505437113387993
Oklahoma,2020-03-12,2,3956971,0.505437113387993
Oklahoma,2020-03-13,2,3956971,0.505437113387993
Oklahoma,2020-03-14,4,3956971,1.010874226775986
Oklahoma,2020-03-15,7,3956971,1.7690298968579754
Oklahoma,2020-03-16,10,3956971,2.527185566939965
Oklahoma,2020-03-17,19,3956971,4.8016525771859335
Oklahoma,2020-03-18,19,3956971,4.8016525771859335
Oklahoma,2020-03-19,44,3956971,11.119616494535846
Oklahoma,2020-03-20,49,3956971,12.383209278005829
Utah,2020-03-10,2,3205958,0.6238384907101091
Utah,2020-03-11,3,3205958,0.9357577360651637
Utah,2020-03-12,5,3205958,1.5595962267752728
Utah,2020-03-13,9,3205958,2.807273208195491
Utah,2020-03-14,10,3205958,3.1191924535505455
Utah,2020-03-15,28,3205958,8.733738869941527
Utah,2020-03-16,39,3205958,12.164850568847127
Utah,2020-03-17,51,3205958,15.907881513107782
Utah,2020-03-18,51,3205958,15.907881513107782
Utah,2020-03-19,80,3205958,24.953539628404364
Utah,2020-03-20,78,3205958,24.329701137694254
Kansas,2020-03-10,1,2913314,0.34325170578935194
Kansas,2020-03-11,1,2913314,0.34325170578935194
Kansas,2020-03-12,1,2913314,0.34325170578935194
Kansas,2020-03-13,5,2913314,1.7162585289467596
Kansas,2020-03-14,8,2913314,2.7460136463148155
Kansas,2020-03-15,8,2913314,2.7460136463148155
Kansas,2020-03-16,11,2913314,3.775768763682871
Kansas,2020-03-17,18,2913314,6.178530704208335
Kansas,2020-03-18,18,2913314,6.178530704208335
Kansas,2020-03-19,34,2913314,11.670557996837966
Kansas,2020-03-20,44,2913314,15.103075054731484
Louisiana,2020-03-10,1,4648794,0.21510955314432087
Louisiana,2020-03-11,6,4648794,1.2906573188659252
Louisiana,2020-03-12,19,4648794,4.087081509742097
Louisiana,2020-03-13,36,4648794,7.743943913195551
Louisiana,2020-03-14,77,4648794,16.563435592112707
Louisiana,2020-03-15,91,4648794,19.5749693361332
Louisiana,2020-03-16,136,4648794,29.25489922762764
Louisiana,2020-03-17,196,4648794,42.16147241628689
Louisiana,2020-03-18,257,4648794,55.283155158090466
Louisiana,2020-03-19,392,4648794,84.32294483257378
Louisiana,2020-03-20,538,4648794,115.72893959164463
Missouri,2020-03-10,1,6137428,0.16293470163723306
Missouri,2020-03-11,1,6137428,0.16293470163723306
Missouri,2020-03-12,1,6137428,0.16293470163723306
Missouri,2020-03-13,2,6137428,0.3258694032744661
Missouri,2020-03-14,4,6137428,0.6517388065489322
Missouri,2020-03-15,5,6137428,0.8146735081861652
Missouri,2020-03-16,6,6137428,0.9776082098233984
Missouri,2020-03-17,11,6137428,1.7922817180095636
Missouri,2020-03-18,18,6137428,2.932824629470195
Missouri,2020-03-19,31,6137428,5.050975750754224
Missouri,2020-03-20,53,6137428,8.635539186773352
Vermont,2020-03-10,1,623989,1.602592353390845
Vermont,2020-03-11,1,623989,1.602592353390845
Vermont,2020-03-12,2,623989,3.20518470678169
Vermont,2020-03-13,2,623989,3.20518470678169
Vermont,2020-03-14,5,623989,8.012961766954225
Vermont,2020-03-15,8,623989,12.82073882712676
Vermont,2020-03-16,12,623989,19.23110824069014
Vermont,2020-03-17,12,623989,19.23110824069014
Vermont,2020-03-18,18,623989,28.84666236103521
Vermont,2020-03-19,22,623989,35.25703177459859
Vermont,2020-03-20,29,623989,46.47517824833451
Alaska,2020-03-10,0,731545,0
Alaska,2020-03-11,0,731545,0
Alaska,2020-03-12,0,731545,0
Alaska,2020-03-13,1,731545,1.366969906157516
Alaska,2020-03-14,1,731545,1.366969906157516
Alaska,2020-03-15,1,731545,1.366969906157516
Alaska,2020-03-16,1,731545,1.366969906157516
Alaska,2020-03-17,3,731545,4.100909718472548
Alaska,2020-03-18,6,731545,8.201819436945096
Alaska,2020-03-19,9,731545,12.302729155417644
Alaska,2020-03-20,12,731545,16.40363887389019
Arkansas,2020-03-10,0,3017804,0
Arkansas,2020-03-11,1,3017804,0.3313667819381245
Arkansas,2020-03-12,6,3017804,1.9882006916287474
Arkansas,2020-03-13,6,3017804,1.9882006916287474
Arkansas,2020-03-14,12,3017804,3.9764013832574947
Arkansas,2020-03-15,16,3017804,5.301868511009992
Arkansas,2020-03-16,22,3017804,7.29006920263874
Arkansas,2020-03-17,22,3017804,7.29006920263874
Arkansas,2020-03-18,33,3017804,10.93510380395811
Arkansas,2020-03-19,62,3017804,20.54474048016372
Arkansas,2020-03-20,96,3017804,31.811211066059958
Delaware,2020-03-10,0,973764,0
Delaware,2020-03-11,1,973764,1.0269428732218484
Delaware,2020-03-12,1,973764,1.0269428732218484
Delaware,2020-03-13,4,973764,4.107771492887394
Delaware,2020-03-14,6,973764,6.161657239331091
Delaware,2020-03-15,7,973764,7.188600112552939
Delaware,2020-03-16,8,973764,8.215542985774787
Delaware,2020-03-17,16,973764,16.431085971549575
Delaware,2020-03-18,19,973764,19.51191459121512
Delaware,2020-03-19,30,973764,30.80828619665545
Delaware,2020-03-20,38,973764,39.02382918243024
Idaho,2020-03-10,0,1787065,0
Idaho,2020-03-11,0,1787065,0
Idaho,2020-03-12,0,1787065,0
Idaho,2020-03-13,1,1787065,0.5595767361567711
Idaho,2020-03-14,2,1787065,1.1191534723135421
Idaho,2020-03-15,5,1787065,2.797883680783855
Idaho,2020-03-16,5,1787065,2.797883680783855
Idaho,2020-03-17,8,1787065,4.4766138892541685
Idaho,2020-03-18,9,1787065,5.036190625410939
Idaho,2020-03-19,11,1787065,6.155344097724481
Idaho,2020-03-20,23,1787065,12.870264931605734
Maine,2020-03-10,0,1344212,0
Maine,2020-03-11,0,1344212,0
Maine,2020-03-12,0,1344212,0
Maine,2020-03-13,1,1344212,0.7439302729033813
Maine,2020-03-14,3,1344212,2.231790818710144
Maine,2020-03-15,12,1344212,8.927163274840575
Maine,2020-03-16,17,1344212,12.646814639357482
Maine,2020-03-17,32,1344212,23.805768732908202
Maine,2020-03-18,42,1344212,31.245071461942015
Maine,2020-03-19,52,1344212,38.68437419097583
Maine,2020-03-20,56,1344212,41.66009528258935
Michigan,2020-03-10,0,9986857,0
Michigan,2020-03-11,2,9986857,0.20026320593155583
Michigan,2020-03-12,2,9986857,0.20026320593155583
Michigan,2020-03-13,16,9986857,1.6021056474524467
Michigan,2020-03-14,25,9986857,2.503290074144448
Michigan,2020-03-15,33,9986857,3.3043428978706713
Michigan,2020-03-16,53,9986857,5.30697495718623
Michigan,2020-03-17,65,9986857,6.508554192775565
Michigan,2020-03-18,83,9986857,8.310923046159568
Michigan,2020-03-19,334,9986857,33.443955390569826
Michigan,2020-03-20,552,9986857,55.27264483710941
Mississippi,2020-03-10,0,2976149,0
Mississippi,2020-03-11,0,2976149,0
Mississippi,2020-03-12,1,2976149,0.33600468256125615
Mississippi,2020-03-13,1,2976149,0.33600468256125615
Mississippi,2020-03-14,6,2976149,2.016028095367537
Mississippi,2020-03-15,10,2976149,3.3600468256125615
Mississippi,2020-03-16,13,2976149,4.36806087329633
Mississippi,2020-03-17,21,2976149,7.056098333786379
Mississippi,2020-03-18,34,2976149,11.42415920708271
Mississippi,2020-03-19,50,2976149,16.800234128062808
Mississippi,2020-03-20,80,2976149,26.880374604900492
Montana,2020-03-10,0,1068778,0
Montana,2020-03-11,1,1068778,0.9356480017365627
Montana,2020-03-12,1,1068778,0.9356480017365627
Montana,2020-03-13,1,1068778,0.9356480017365627
Montana,2020-03-14,5,1068778,4.678240008682813
Montana,2020-03-15,7,1068778,6.549536012155939
Montana,2020-03-16,7,1068778,6.549536012155939
Montana,2020-03-17,9,1068778,8.420832015629065
Montana,2020-03-18,11,1068778,10.29212801910219
Montana,2020-03-19,11,1068778,10.29212801910219
Montana,2020-03-20,15,1068778,14.03472002604844
New Mexico,2020-03-10,0,2096829,0
New Mexico,2020-03-11,3,2096829,1.4307318336402253
New Mexico,2020-03-12,5,2096829,2.384553056067042
New Mexico,2020-03-13,10,2096829,4.769106112134084
New Mexico,2020-03-14,10,2096829,4.769106112134084
New Mexico,2020-03-15,13,2096829,6.19983794577431
New Mexico,2020-03-16,17,2096829,8.107480390627943
New Mexico,2020-03-17,23,2096829,10.968944057908393
New Mexico,2020-03-18,23,2096829,10.968944057908393
New Mexico,2020-03-19,35,2096829,16.691871392469295
New Mexico,2020-03-20,43,2096829,20.507156282176563
North Dakota,2020-03-10,0,762062,0
North Dakota,2020-03-11,0,762062,0
North Dakota,2020-03-12,1,762062,1.3122291887011819
North Dakota,2020-03-13,1,762062,1.3122291887011819
North Dakota,2020-03-14,1,762062,1.3122291887011819
North Dakota,2020-03-15,1,762062,1.3122291887011819
North Dakota,2020-03-16,1,762062,1.3122291887011819
North Dakota,2020-03-17,3,762062,3.9366875661035454
North Dakota,2020-03-18,6,762062,7.873375132207091
North Dakota,2020-03-19,18,762062,23.620125396621273
North Dakota,2020-03-20,19,762062,24.932354585322454
South Dakota,2020-03-10,0,884659,0
South Dakota,2020-03-11,8,884659,9.04303240005471
South Dakota,2020-03-12,8,884659,9.04303240005471
South Dakota,2020-03-13,8,884659,9.04303240005471
South Dakota,2020-03-14,9,884659,10.173411450061549
South Dakota,2020-03-15,9,884659,10.173411450061549
South Dakota,2020-03-16,10,884659,11.303790500068388
South Dakota,2020-03-17,11,884659,12.434169550075227
South Dakota,2020-03-18,11,884659,12.434169550075227
South Dakota,2020-03-19,11,884659,12.434169550075227
South Dakota,2020-03-20,14,884659,15.825306700095743
West Virginia,2020-03-10,0,1792147,0
West Virginia,2020-03-11,0,1792147,0
